title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
,LYNSAY SANDS,,,,,,,,IMMORTAL NIGHTS,,7.0,0.0,1.0,9780062316073,Avon/HarperCollins,"A kidnapped man is rescued by the woman of his dreams, then hunted by his kidnappers. An Argeneau novel.",https://storage.googleapis.com/du-prd/books/images/9780062316073.jpg,http://www.amazon.com/Immortal-Nights-Argeneau-Lynsay-Sands-ebook/dp/B01A5BWF74?tag=NYTBSREV-20,2016-10-09,Combined Print & E-Book Fiction
,ALAN BRADLEY,,,,,,,,THRICE THE BRINDED CAT HATH MEW'D,,9.0,0.0,1.0,9780345539984,Random House,"In this eighth Flavia de Luce novel, the 12-year-old chemist-slash-sleuth goes home to England, finds a dead body and is on the trail again.",https://storage.googleapis.com/du-prd/books/images/9780345539984.jpg,http://www.amazon.com/Thrice-Brinded-Cat-Hath-Mewd-ebook/dp/B01BAU2KSI?tag=NYTBSREV-20,2016-10-09,Combined Print & E-Book Fiction
,AMY TAN,,,,,,,,THE BONESETTER'S DAUGHTER,,14.0,0.0,1.0,9781101202951,Putnam,A Chinese-American woman struggles to understand her family and herself. Originally published in 2001.,https://storage.googleapis.com/du-prd/books/images/9781101202951.jpg,http://www.amazon.com/Bonesetters-Daughter-Ballantine-Readers-Circle/dp/0345457374?tag=NYTBSREV-20,2016-10-09,Combined Print & E-Book Fiction
,ANN PATCHETT,,,,,,,,COMMONWEALTH,,2.0,0.0,1.0,9780062491817,Harper,"Five decades in the lives of two families — parents, children, siblings, stepchildren — remade by divorce.",https://storage.googleapis.com/du-prd/books/images/9780062491817.jpg,http://www.amazon.com/Commonwealth-Ann-Patchett-ebook/dp/B019C40Z7M?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,CLIVE CUSSLER AND ROBIN BURCELL,,,,,,,,PIRATE,,3.0,0.0,1.0,9780399183997,Putnam,Sam and Remi Fargo pursue an ancient treasure.,https://storage.googleapis.com/du-prd/books/images/9780399183973.jpg,http://www.amazon.com/Pirate-Sam-Remi-Fargo-Adventure/dp/0399183973?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,TRACI CHEE,,,,,,,,THE READER,,5.0,0.0,1.0,9780399176777,Putnam,Sefia uses the book that once belonged to her father to rescue her kidnapped aunt.,https://storage.googleapis.com/du-prd/books/images/9780399176777.jpg,http://www.amazon.com/Reader-Sea-Ink-Gold/dp/0399176772?tag=NYTBSREV-20,2016-10-02,Young Adult Hardcover
,CRAIG JOHNSON,,,,,,,,AN OBVIOUS FACT,,5.0,0.0,1.0,9780698157521,Viking,Sheriff Walt Longmire and his friend Henry Standing Bear investigate a motorcycle accident. The basis of the Netflix series.,https://storage.googleapis.com/du-prd/books/images/9780525426943.jpg,http://www.amazon.com/Obvious-Fact-Longmire-Mystery/dp/0525426949?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,LAUREN BLAKELY,,,,,,,,WELL HUNG,,8.0,0.0,1.0,A00B01LYRXJ0I,Lauren Blakely,The witty and wealthy Wyatt marries his off-limits assistant after a drunken spree in Las Vegas.,https://storage.googleapis.com/du-prd/books/images/A00B01LYRXJ0I.jpg,http://www.amazon.com/Well-Hung-Lauren-Blakely-ebook/dp/B01LYRXJ0I?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,REED FARREL COLEMAN,,,,,,,,ROBERT B. PARKER'S DEBT TO PAY,,12.0,0.0,1.0,9780698166608,Putnam,"Jesse Stone pursues a psychotic assassin out for revenge; a continuation of the series by Parker, who died in 2010.",https://storage.googleapis.com/du-prd/books/images/9780399171437.jpg,http://www.amazon.com/Robert-Parkers-Jesse-Stone-Novel/dp/0399171436?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,IAN MCEWAN,,,,,,,,NUTSHELL,,13.0,0.0,1.0,9780385542074,Nan A. Talese/Doubleday,A fetus in utero overhears his mother plotting with his uncle to kill his father.,https://storage.googleapis.com/du-prd/books/images/9780385542081.jpg,http://www.amazon.com/Nutshell-Novel-Ian-McEwan-ebook/dp/B01E2GZ30Y?tag=NYTBSREV-20,2016-10-02,Combined Print & E-Book Fiction
,J D ROBB,,,,,,,,APPRENTICE IN DEATH,,1.0,0.0,1.0,9781101987988,Berkley,"Lt. Eve Dallas of the N.Y.P.D. calls on the technological expertise of her husband, Roarke, when three skaters at Wollman Rink are shot by a sniper. By Nora Roberts, writing pseudonymously.",https://storage.googleapis.com/du-prd/books/images/9781101987971.jpg,http://www.amazon.com/Apprentice-Death-J-D-Robb/dp/1101987979?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,KATHARINE MCGEE,,,,,,,,THE THOUSANDTH FLOOR,,2.0,0.0,1.0,9780062418593,HarperCollins,Five teenagers navigate a high-rise existence.,https://storage.googleapis.com/du-prd/books/images/9780062418593.jpg,http://www.amazon.com/Thousandth-Floor-Katharine-McGee/dp/0062418599?tag=NYTBSREV-20,2016-09-25,Young Adult Hardcover
,CARL HIAASEN,,,,,,,,RAZOR GIRL,,4.0,0.0,1.0,9780385349758,Knopf,The ex-cop Andrew Yancy​ from ​“Bad Monkey” gets involved in a kidnapping gone wrong.,https://storage.googleapis.com/du-prd/books/images/9780385349758.jpg,http://www.amazon.com/Razor-Girl-novel-Carl-Hiaasen-ebook/dp/B019B6TVUI?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,J A JANCE,,,,,,,,DOWNFALL,,5.0,0.0,1.0,9780062297730,Morrow/HarperCollins,"Joanna Brady, the sheriff of Cochise County, must cope with pregnancy, the recent deaths of her mother and stepfather, an upcoming election — and the mysterious discovery of the bodies of two women at the base of a nearby peak. The 17th novel in a series.",https://storage.googleapis.com/du-prd/books/images/9780062297730.jpg,http://www.amazon.com/Downfall-Brady-Suspense-J-Jance-ebook/dp/B017R4JVOC?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,CLARE MACKINTOSH,,,,,,,,I LET YOU GO,,12.0,0.0,1.0,9781101987513,Berkley,A woman moves to the Welsh coast to escape a painful memory.,https://storage.googleapis.com/du-prd/books/images/9781101987513.jpg,http://www.amazon.com/Let-You-Go-Clare-Mackintosh/dp/1101987499?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,JAMES PATTERSON WITH MAX DILALLO,,,,,,,,113 MINUTES,,13.0,0.0,1.0,9780316361521,BookShots,A mother sets out to avenge the murder of her son.,https://storage.googleapis.com/du-prd/books/images/9780316361521.jpg,http://www.amazon.com/113-Minutes-BookShots-James-Patterson-ebook/dp/B01DASC6BO?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,JONATHAN SAFRAN FOER,,,,,,,,HERE I AM,,15.0,0.0,1.0,9780374280024,"Farrar, Straus & Giroux",Private and public crises converge for four generations of a Jewish family.,https://storage.googleapis.com/du-prd/books/images/9780374280024.jpg,http://www.amazon.com/Here-Am-Jonathan-Safran-Foer/dp/0374280029?tag=NYTBSREV-20,2016-09-25,Combined Print & E-Book Fiction
,LOUISE PENNY,,,,,,,,A GREAT RECKONING,,1.0,0.0,1.0,9781250022127,Minotaur,"An instructor at the police academy is found murdered, perhaps by one of the cadets favored by Armand Gamache, the retired homicide chief of the Sûreté du Québec.",https://storage.googleapis.com/du-prd/books/images/9781250022134.jpg,http://www.amazon.com/Great-Reckoning-Novel-Inspector-Gamache/dp/1250022134?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,DANIELLE STEEL,,,,,,,,RUSHING WATERS,,4.0,0.0,1.0,9780425285374,Delacorte,Six people cope with a hurricane in New York City.,https://storage.googleapis.com/du-prd/books/images/9780425285374.jpg,http://www.amazon.com/Rushing-Waters-Novel-Danielle-Steel-ebook/dp/B0190HN0FU?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,LINDA LAEL MILLER,,,,,,,,ALWAYS A COWBOY,,7.0,0.0,1.0,9781460394137,HQN,A rancher and an animal researcher soon realize they have more in common than wrangling stallions.,https://storage.googleapis.com/du-prd/books/images/9781460394137.jpg,http://www.amazon.com/Always-Cowboy-Carsons-Mustang-Creek-ebook/dp/B01BBUQHAE?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,FERN MICHAELS,,,,,,,,FAST AND LOOSE,,9.0,0.0,1.0,9781420140644,Zebra,"With the Sisterhood on assignment, their significant others look into a Vegas casino with leaky security.",https://storage.googleapis.com/du-prd/books/images/9781420140644.jpg,http://www.amazon.com/Fast-Loose-Sisterhood-Fern-Michaels/dp/1420140639?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,SARAH MACLEAN,,,,,,,,A SCOT IN THE DARK,,13.0,0.0,1.0,9780062379443,Avon,"To avert scandal, a sheltered ward turns to a pomp-resistant duke.",https://storage.googleapis.com/du-prd/books/images/9780062379443.jpg,http://www.amazon.com/Scot-Dark-Scandal-Scoundrel-Book-ebook/dp/B0191FR6CY?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,JAMES LEE BURKE,,,,,,,,THE JEALOUS KIND,,14.0,0.0,1.0,9781501107481,Simon & Schuster,A coming-of-age story set in 1952 Houston and featuring a member of the Holland family completes a trilogy with “Wayfaring Stranger” and “Rising Sun.”,https://storage.googleapis.com/du-prd/books/images/9781501107481.jpg,http://www.amazon.com/Jealous-Kind-Novel-Holland-Family-ebook/dp/B01BCEPOYY?tag=NYTBSREV-20,2016-09-18,Combined Print & E-Book Fiction
,SUSAN ELIZABETH PHILLIPS,,,,,,,,FIRST STAR I SEE TONIGHT,,6.0,0.0,1.0,9780062405630,HarperCollins,A former quarterback hires a detective to scope out the employees at his high-end nightclub.,https://storage.googleapis.com/du-prd/books/images/9780062405630.jpg,http://www.amazon.com/First-Star-I-See-Tonight-ebook/dp/B018QLY6QS?tag=NYTBSREV-20,2016-09-11,Combined Print & E-Book Fiction
,TIJAN,,,,,,,,ANTI-STEPBROTHER,,9.0,0.0,1.0,A00B01KSW4QJA,Tijan,"Summer heads to college with designs on her stepbrother, but his fraternity mate turns her head instead.",https://storage.googleapis.com/du-prd/books/images/9781682307557.jpg,http://www.amazon.com/Anti-Stepbrother-Tijan/dp/1682307557?tag=NYTBSREV-20,2016-09-11,Combined Print & E-Book Fiction
,KRISTIN HANNAH,,,,,,,,SUMMER ISLAND,,10.0,0.0,1.0,9780345459527,Ballantine,Ruby ends her estrangement from her famous advice-guru mother in order to write a tell-all.,https://storage.googleapis.com/du-prd/books/images/9780345459527.jpg,http://www.amazon.com/Summer-Island-Kristin-Hannah-ebook/dp/B000FC1KKC?tag=NYTBSREV-20,2016-09-11,Combined Print & E-Book Fiction
,MAYA BANKS,,,,,,,,WITH EVERY BREATH,,14.0,0.0,1.0,9780062410177,Avon,"The killer who terrorized Eliza as a teenager is suddenly free on a legal loophole, in a continuation of the Slow Burn series.",https://storage.googleapis.com/du-prd/books/images/9780062410177.jpg,http://www.amazon.com/Every-Breath-Slow-Novel-Novels-ebook/dp/B010LU8UZ0?tag=NYTBSREV-20,2016-09-11,Combined Print & E-Book Fiction
,SANDRA BROWN,,,,,,,,STING,,2.0,0.0,1.0,9781455581238,Grand Central,A hired killer and a woman he kidnapped join forces to elude the F.B.I. agents and others who are searching for her corrupt brother.,https://storage.googleapis.com/du-prd/books/images/9781455581238.jpg,http://www.amazon.com/Sting-Sandra-Brown-ebook/dp/B01FQLZSPY?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,JANET EVANOVICH AND PHOEF SUTTON,,,,,,,,CURIOUS MINDS,,3.0,0.0,1.0,9780553392692,Bantam,"The first of a new series featuring Emerson Knight, an eccentric millionaire, and Riley Moon, an analyst at a mega-bank.",https://storage.googleapis.com/du-prd/books/images/9780553392692.jpg,http://www.amazon.com/Curious-Minds-Knight-Moon-Novel-ebook/dp/B01CBLURCG?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,LISA SCOTTOLINE,,,,,,,,DAMAGED,,6.0,0.0,1.0,9781250099631,St. Martin's,"In the 15th Rosato & DiNunzio novel, Mary DiNunzio defends a dyslexic fifth grader accused of attacking a school aide.",https://storage.googleapis.com/du-prd/books/images/9781250099631.jpg,http://www.amazon.com/Damaged-Novel-Rosato-DiNunzio-ebook/dp/B01B1MWLHU?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,JAMIE MCGUIRE,,,,,,,,A BEAUTIFUL FUNERAL,,9.0,0.0,1.0,A00B01GJ5LT0O,Jamie McGuire,"Amid strife and divisions, the Maddox clan gathers to bury one of their own.",https://storage.googleapis.com/du-prd/books/images/9781534623576.jpg,http://www.amazon.com/Beautiful-Funeral-Novel-Maddox-Brothers/dp/1534623574?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,JASMINE WALT AND REBECCA HAMILTON,,,,,,,,SHADOW BORN,,12.0,0.0,1.0,A00B01FT4OAUW,Blue Bolt,A detective suspects supernatural influences in the mysterious death of her fiancé.,https://storage.googleapis.com/du-prd/books/images/A00B01FT4OAUW.jpg,http://www.amazon.com/Shadow-Born-Adult-Fantasy-Shadows-ebook/dp/B01FT4OAUW?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,PENELOPE WARD,,,,,,,,NEIGHBOR DEAREST,,14.0,0.0,1.0,9781942215479,Penelope Ward,A Pyramus-and-Thisbe-style affair awaits a recently single woman and the artist who has moved next door.,https://storage.googleapis.com/du-prd/books/images/9781942215479.jpg,http://www.amazon.com/Neighbor-Dearest-Penelope-Ward-ebook/dp/B01KECD8FW?tag=NYTBSREV-20,2016-09-04,Combined Print & E-Book Fiction
,CATHERINE COULTER,,,,,,,,INSIDIOUS,,1.0,0.0,1.0,9781501150319,Gallery Books,Two cases — one concerning an attempted poisoning in Washington and another about the hunt for a serial killer in Los Angeles — are the focus of Coulter’s 20th F.B.I. thriller.,https://storage.googleapis.com/du-prd/books/images/9781501150319.jpg,http://www.amazon.com/Insidious-FBI-Thriller-Book-20-ebook/dp/B01BT5YB8G?tag=NYTBSREV-20,2016-08-28,Combined Print & E-Book Fiction
,PHILIPPA GREGORY,,,,,,,,"THREE SISTERS, THREE QUEENS",,6.0,0.0,1.0,9781476758756,Touchstone,Henry VIII's two sisters and Katherine of Aragon find themselves pitted against one another.,https://storage.googleapis.com/du-prd/books/images/9781476758756.jpg,http://www.amazon.com/Three-Sisters-Queens-Philippa-Gregory-ebook/dp/B01AGOWBAQ?tag=NYTBSREV-20,2016-08-28,Combined Print & E-Book Fiction
,J A JANCE,,,,,,,,RANDOM ACTS,,9.0,0.0,1.0,9780062499042,Witness Impulse,An investigator offers help to Sheriff Joanna Brady when her mother and stepfather's R.V. is run off the road.,https://storage.googleapis.com/du-prd/books/images/9780062499042.jpg,http://www.amazon.com/Random-Acts-Joanna-Reynolds-Novella-ebook/dp/B019MMUAXS?tag=NYTBSREV-20,2016-08-28,Combined Print & E-Book Fiction
,KRISTEN PRO,,,,,,,,CLOSE TO YOU,,11.0,0.0,1.0,9780062434784,Morrow/HarperCollins,"In this second installment in the Fusion series, a childhood crush becomes adult infatuation for a fighter pilot and a restaurateur.",https://storage.googleapis.com/du-prd/books/images/9780062434784.jpg,http://www.amazon.com/Close-You-Fusion-Kristen-Proby-ebook/dp/B01825C55M?tag=NYTBSREV-20,2016-08-28,Combined Print & E-Book Fiction
,JAMES PATTERSON AND MICHAEL LEDWIDGE,,,,,,,,BULLSEYE,,1.0,0.0,1.0,9780316284554,"Little, Brown","While the president of the United States is in New York to meet with his Russian counterpart, Detective Michael Bennett must stop a team of assassins prowling the Upper West Side.",https://storage.googleapis.com/du-prd/books/images/9780316407083.jpg,http://www.amazon.com/Bullseye-Michael-Bennett-James-Patterson/dp/0316407089?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,DEBBIE MACOMBER,,,,,,,,SWEET TOMORROWS,,2.0,0.0,1.0,9780553391848,Random House,The journeys of the characters at the Rose Harbor Inn come to a close in this last book of the series.,https://storage.googleapis.com/du-prd/books/images/9780553391848.jpg,http://www.amazon.com/Sweet-Tomorrows-Rose-Harbor-Novel-ebook/dp/B017QLRN1Y?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,STUART WOODS AND PARNELL HALL,,,,,,,,SMOOTH OPERATOR,,5.0,0.0,1.0,9780399185281,Putnam,"When the former rogue C.I.A. agent Teddy Fay, a master of disguise, takes the lead to help a powerful woman, her fate, and that of the nation, is in his hands.",https://storage.googleapis.com/du-prd/books/images/9780399185267.jpg,http://www.amazon.com/Smooth-Operator-Teddy-Stuart-Woods/dp/0399185267?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,COLSON WHITEHEAD,,,,,,,,THE UNDERGROUND RAILROAD,,6.0,0.0,1.0,9780385537049,Doubleday,"A teenage girl heads north on the network that helped slaves escape to freedom, envisioned in this novel as a secret system of actual tracks and tunnels.",https://storage.googleapis.com/du-prd/books/images/9780385542364.jpg,http://www.amazon.com/Underground-Railroad-Oprahs-Book-Club/dp/0385542364?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,CHRISTINE FEEHAN,,,,,,,,DARK CAROUSEL,,9.0,0.0,1.0,9780698197763,Berkley,"A woman falls for a rich-bachelor vampire, but she also has a separate plan for which he is the bait. A Carpathian novel.",https://storage.googleapis.com/du-prd/books/images/9780425281963.jpg,http://www.amazon.com/Carousel-Carpathian-Novel-Christine-Feehan/dp/0425281965?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,JAMES PATTERSON WITH MICHAEL LEDWIDGE,,,,,,,,CHASE,,10.0,0.0,1.0,9780316361644,BookShots,The New York detective Michael Bennett knows a staged suicide when he sees one.,https://storage.googleapis.com/du-prd/books/images/9780316361644.jpg,http://www.amazon.com/Chase-BookShot-Michael-Bennett-BookShots-ebook/dp/B01BU1IV0I?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,SHERRILYN KENYON,,,,,,,,DRAGONMARK,,15.0,0.0,1.0,9781250092410,St. Martin's,"The first book of a new trilogy featuring Illarion, a dragon made into a human against his will. A Dark-Hunter novel.",https://storage.googleapis.com/du-prd/books/images/9781250092410.jpg,http://www.amazon.com/Dragonmark-Dark-Hunter-Novel-Novels-ebook/dp/B016I8G6XW?tag=NYTBSREV-20,2016-08-21,Combined Print & E-Book Fiction
,LIANE MORIARTY,,,,,,,,TRULY MADLY GUILTY,,1.0,0.0,1.0,9781250069818,Flatiron,Tense turning points for three couples at a backyard barbecue gone wrong.,https://storage.googleapis.com/du-prd/books/images/9781250069818.jpg,http://www.amazon.com/Truly-Madly-Guilty-Liane-Moriarty-ebook/dp/B015MR0UJG?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,JAYNE CASTLE,,,,,,,,ILLUSION TOWN,,4.0,0.0,1.0,9780698187429,Jove,A couple on the run wake up married with no memory of their wedding and the need to retrace their steps.,https://storage.googleapis.com/du-prd/books/images/9780515155754.jpg,http://www.amazon.com/Illusion-Town-Novel/dp/0515155756?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,MARIE FORCE,,,,,,,,FATAL IDENTITY,,9.0,0.0,1.0,9781459294929,HQN,A lieutenant investigates a snatched-baby cover-up.,https://storage.googleapis.com/du-prd/books/images/9781459294929.jpg,http://www.amazon.com/Fatal-Identity-Book-10-ebook/dp/B01BSEZMX6?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,RON CARR,,,,,,,,THE HOUSE ON OLIVE STREET,,11.0,0.0,1.0,9781460346761,Mira,Four women come together after the death of a friend to sort her belongings and take stock.,https://storage.googleapis.com/du-prd/books/images/9780778328681.jpg,http://www.amazon.com/House-Olive-Street-Robyn-Carr/dp/0778328686?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,HEATHER GRAHAM,,,,,,,,DEADLY FATE,,12.0,0.0,1.0,9781460395646,Mira,A cruise ship entertainer and a member of the F.B.I.'s paranormal unit search for a killer in Alaska.,https://storage.googleapis.com/du-prd/books/images/9781460395646.jpg,http://www.amazon.com/Deadly-Krewe-Hunters-Heather-Graham-ebook/dp/B01B1IAAC2?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,LINDA FAIRSTEIN,,,,,,,,KILLER LOOK,,13.0,0.0,1.0,9781101984024,Dutton,"After a designer's death, Alex Cooper tries to flush a murderer from New York's fashion world.",https://storage.googleapis.com/du-prd/books/images/9781101984017.jpg,http://www.amazon.com/Killer-Look-Alexandra-Cooper-Novel/dp/1101984015?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,J R WARD,,,,,,,,THE ANGELS' SHARE,,14.0,0.0,1.0,9780698193048,New American Library,The suicide of a Kentucky distiller may be murder after all.,https://storage.googleapis.com/du-prd/books/images/9780451475282.jpg,http://www.amazon.com/Angels-Share-Bourbon-Kings/dp/0451475283?tag=NYTBSREV-20,2016-08-14,Combined Print & E-Book Fiction
,VI KEELAND,,,,,,,,BOSSMAN,,4.0,0.0,1.0,9781942215462,Vi Keeland,"Reese dismisses a chance encounter with a smug stranger, until he turns out to be her new boss.",https://storage.googleapis.com/du-prd/books/images/9781942215462.jpg,http://www.amazon.com/Bossman-Vi-Keeland-ebook/dp/B01IMFDR9A?tag=NYTBSREV-20,2016-08-07,Combined Print & E-Book Fiction
,IRIS JOHANSEN,,,,,,,,NIGHT AND DAY,,6.0,0.0,1.0,9781466887213,St. Martin's,A forensic sculptor hunts down lost treasure as well as the people who have snatched her young charge.,https://storage.googleapis.com/du-prd/books/images/9781466887213.jpg,http://www.amazon.com/Night-Day-Eve-Duncan-Novel-ebook/dp/B01AGGSQ1C?tag=NYTBSREV-20,2016-08-07,Combined Print & E-Book Fiction
,HELEN HARDT,,,,,,,,OBSESSION,,8.0,0.0,1.0,A00B01EGIKZVU,Waterhouse,Jade's boss asks her to dig up some dirt on the family of the man who can't get her out of his mind.,https://storage.googleapis.com/du-prd/books/images/9781943893188.jpg,http://www.amazon.com/Obsession-Steel-Brothers-Helen-Hardt/dp/1943893187?tag=NYTBSREV-20,2016-08-07,Combined Print & E-Book Fiction
,RUTH WARE,,,,,,,,THE WOMAN IN CABIN 10,,11.0,0.0,1.0,9781501132940,Scout,"A travel writer on a cruise is certain she has heard a body thrown overboard, but no one believes her.",https://storage.googleapis.com/du-prd/books/images/9781501132940.jpg,http://www.amazon.com/Woman-Cabin-10-Ruth-Ware-ebook/dp/B019DKO5BM?tag=NYTBSREV-20,2016-08-07,Combined Print & E-Book Fiction
,DANIEL SILVA,,,,,,,,THE BLACK WIDOW,,1.0,0.0,1.0,9780062320247,Harper,"Gabriel Allon, the Israeli art restorer and spy, recruits and trains a doctor from Jerusalem to help capture a secret ISIS terrorist in France.",https://storage.googleapis.com/du-prd/books/images/9780062320247.jpg,http://www.amazon.com/Black-Widow-Gabriel-Allon-Book-ebook/dp/B016UE6KTO?tag=NYTBSREV-20,2016-07-31,Combined Print & E-Book Fiction
,NICHOLAS SPARKS,,,,,,,,THE GUARDIAN,,5.0,0.0,1.0,9780759527881,Grand Central,"While trying to choose between two suitors, a young widow realizes that her life is in danger; originally published in 2003.",https://storage.googleapis.com/du-prd/books/images/9780759527881.jpg,http://www.amazon.com/The-Guardian-Nicholas-Sparks-ebook/dp/B000FA670W?tag=NYTBSREV-20,2016-07-31,Combined Print & E-Book Fiction
,LINDA CASTILLO,,,,,,,,AMONG THE WICKED,,14.0,0.0,1.0,9781466867277,Minotaur,Chief of Police Kate Burkholder goes undercover as a widow in a reclusive Amish community to investigate a girl's death.,https://storage.googleapis.com/du-prd/books/images/9781466867277.jpg,http://www.amazon.com/Among-Wicked-Kate-Burkholder-Novel-ebook/dp/B019N4X1ZE?tag=NYTBSREV-20,2016-07-31,Combined Print & E-Book Fiction
,SUSAN MALLERY,,,,,,,,DAUGHTERS OF THE BRIDE,,15.0,0.0,1.0,9781460394359,HQN,"Setting their own romantic turmoil aside, three sisters come together for their mother's wedding.",https://storage.googleapis.com/du-prd/books/images/9781460394359.jpg,http://www.amazon.com/Daughters-Bride-Susan-Mallery-ebook/dp/B018QI6SW6?tag=NYTBSREV-20,2016-07-31,Combined Print & E-Book Fiction
,JAMES PATTERSON WITH MAXINE PAETRO,,,,,,,,THE TRIAL,,2.0,0.0,1.0,9780316360593,BookShots,An accused murderer tries to prevent his trial in this Women's Murder Club novella.,https://storage.googleapis.com/du-prd/books/images/9780316360593.jpg,http://www.amazon.com/Trial-BookShot-Womens-Murder-BookShots-ebook/dp/B01C3LHRU4?tag=NYTBSREV-20,2016-07-24,Combined Print & E-Book Fiction
,DANIELLE STEEL,,,,,,,,MAGIC,,3.0,0.0,1.0,9781101885574,Delacorte,A year in the intertwined lives of three international couples who participate in a special dinner in Paris.,https://storage.googleapis.com/du-prd/books/images/9781101885574.jpg,http://www.amazon.com/Magic-Novel-Danielle-Steel-ebook/dp/B017G7JXRK?tag=NYTBSREV-20,2016-07-24,Combined Print & E-Book Fiction
,RACHEL CAINE,,,,,,,,PAPER AND FIRE,,5.0,0.0,1.0,9780451472403,New American Library,"Jess, pursued by the forces of the Great Library, flees Alexandria for a London under siege.",https://storage.googleapis.com/du-prd/books/images/9780451472403.jpg,http://www.amazon.com/Paper-Great-Library-Rachel-Caine/dp/0451472403?tag=NYTBSREV-20,2016-07-24,Young Adult Hardcover
,KENDALL RYAN,,,,,,,,HITCHED,,7.0,0.0,1.0,A00B01GNLNGZU,Kendall Ryan,"To save the company their fathers founded, a mismatched couple must fulfill obligations of a romantic kind.",https://storage.googleapis.com/du-prd/books/images/A00B01GNLNGZU.jpg,http://www.amazon.com/Hitched-Imperfect-Love-Kendall-Ryan/dp/1682304116?tag=NYTBSREV-20,2016-07-24,Combined Print & E-Book Fiction
,JAMES PATTERSON AND EMILY RAYMOND,,,,,,,,LITTLE BLACK DRESS,,14.0,0.0,1.0,9780316276405,BookShots,"The title frock unleashes an editor's seductive side, but will she take her transformation too far?",https://storage.googleapis.com/du-prd/books/images/9780316276405.jpg,http://www.amazon.com/Little-Black-Dress-BookShots-Patterson-ebook/dp/B01C37XFN6?tag=NYTBSREV-20,2016-07-24,Combined Print & E-Book Fiction
,JAMES PATTERSON AND MARK SULLIVAN,,,,,,,,THE GAMES,,1.0,0.0,1.0,9780316290197,"Little, Brown","Hired by Olympic organizers to protect the Rio games, Jack Morgan of Private, an international security and consulting firm, encounters dangerous threats.",https://storage.googleapis.com/du-prd/books/images/9780316407113.jpg,http://www.amazon.com/Games-Private-James-Patterson/dp/0316407119?tag=NYTBSREV-20,2016-07-17,Combined Print & E-Book Fiction
,EMILY GIFFIN,,,,,,,,FIRST COMES LOVE,,3.0,0.0,1.0,9780345546937,Ballantine,"Two sisters — one a successful lawyer with a small child and an unhappy marriage, the other a single teacher who yearns to be a mother — struggle toward forgiveness after 15 years of estrangement.",https://storage.googleapis.com/du-prd/books/images/9780345546937.jpg,http://www.amazon.com/First-Comes-Love-Emily-Giffin-ebook/dp/B014NZ4SXW?tag=NYTBSREV-20,2016-07-17,Combined Print & E-Book Fiction
,CHRISTINE FEEHAN,,,,,,,,SHADOW RIDER,,4.0,0.0,1.0,9780698197770,Jove,A woman seeking a new life catches the attention of the head of a powerful family.,https://storage.googleapis.com/du-prd/books/images/9780515156133.jpg,http://www.amazon.com/Shadow-Rider-Christine-Feehan/dp/0515156132?tag=NYTBSREV-20,2016-07-17,Combined Print & E-Book Fiction
